,CRIME_TYPE,HUNDRED_BLOCK,MONTH,YEAR
21151,Theft from Motor Vehicle,15400 84A AVE     ,10,2014
21152,Theft of Motor Vehicle,15400 84A AVE     ,10,2014
21153,Theft of Motor Vehicle,15400 96TH AVE     ,10,2014
21154,Theft of Motor Vehicle,15400 16A AVE     ,10,2014
21155,Theft from Motor Vehicle,15400 91A AVE     ,10,2014
21156,Break and Enter - Residence,15400 111TH AVE     ,10,2014
21157,Theft of Motor Vehicle,15400 90TH AVE     ,10,2014
21158,Theft from Motor Vehicle,15400 91A AVE     ,10,2014
21159,Theft from Motor Vehicle,15400 17A AVE     ,10,2014
21160,Theft from Motor Vehicle,15400 112TH AVE     ,10,2014
21161,Theft of Motor Vehicle,15400 91A AVE     ,10,2014
21162,Theft from Motor Vehicle,15400 91A AVE     ,10,2014
21163,Theft from Motor Vehicle,15500 85A AVE     ,10,2014
21164,Theft from Motor Vehicle,15500 105A AVE     ,10,2014
21165,Theft from Motor Vehicle,15500 24TH AVE     ,10,2014
21166,Theft from Motor Vehicle,15500 107A AVE     ,10,2014
21167,Theft from Motor Vehicle,15500 87A AVE     ,10,2014
21168,Theft of Motor Vehicle,15500 96TH AVE     ,10,2014
21169,Shoplifting,15500 FRASER HWY     ,10,2014
21170,Theft of Motor Vehicle,15500 76A AVE     ,10,2014
21171,Theft from Motor Vehicle,15500 37B AVE     ,10,2014
21172,Theft from Motor Vehicle,15500 37A AVE     ,10,2014
21173,Theft from Motor Vehicle,15500 89A AVE     ,10,2014
21174,Theft from Motor Vehicle,15500 104A AVE     ,10,2014
21175,Theft of Motor Vehicle,15500 86B AVE     ,10,2014
21176,Theft from Motor Vehicle,15500 17A AVE     ,10,2014
21177,Theft from Motor Vehicle,15500 89TH AVE     ,10,2014
21178,Fatal/Injury Collision,15600 BLOCK FRASER HWY    ,10,2014
21179,Theft from Motor Vehicle,15600 90TH AVE     ,10,2014
21180,Theft of Motor Vehicle,15600 MOUNTAIN VIEW DR    ,10,2014
21181,Break and Enter - Residence,15600 109TH AVE     ,10,2014
21182,Theft of Motor Vehicle,15600 93A AVE     ,10,2014
21183,Break and Enter - Business,15600 107TH AVE     ,10,2014
21184,Theft from Motor Vehicle,15600 88TH AVE     ,10,2014
21185,Theft from Motor Vehicle,15600 102B AVE     ,10,2014
21186,Theft from Motor Vehicle,15600 88TH AVE     ,10,2014
21187,Theft from Motor Vehicle,15600 95A AVE     ,10,2014
21188,Theft of Motor Vehicle,15600 BROOME RD     ,10,2014
21189,Theft from Motor Vehicle,15700 92ND AVE     ,10,2014
21190,Theft from Motor Vehicle,15700 83A AVE     ,10,2014
21191,Theft from Motor Vehicle,15700 90TH AVE     ,10,2014
21192,Theft from Motor Vehicle,15700 101A AVE     ,10,2014
21193,Theft of Motor Vehicle,15700 CROYDON DR     ,10,2014
21194,Break and Enter - Residence,15700 95A AVE     ,10,2014
21195,Theft from Motor Vehicle,15700 CRANLEY DR     ,10,2014
21196,Break and Enter - Residence,15700 97A AVE     ,10,2014
21197,Fatal/Injury Collision,15700 MARINE DR     ,10,2014
21198,Theft from Motor Vehicle,15700 92ND AVE     ,10,2014
21199,Theft from Motor Vehicle,15700 104TH AVE     ,10,2014
21200,Theft from Motor Vehicle,15700 108TH AVE     ,10,2014
21201,Theft from Motor Vehicle,15800 94TH AVE     ,10,2014
21202,Theft of Motor Vehicle,15800 96A AVE     ,10,2014
21203,Fatal/Injury Collision,15800 26TH AVE     ,10,2014
21204,Theft from Motor Vehicle,15800 26TH AVE     ,10,2014
21205,Shoplifting,15800 26TH AVE     ,10,2014
21206,Theft from Motor Vehicle,15800 85TH AVE     ,10,2014
21207,Theft from Motor Vehicle,15800 92A AVE     ,10,2014
21208,Theft from Motor Vehicle,15900 FRASER HWY     ,10,2014
21209,Theft from Motor Vehicle,15900 88TH AVE     ,10,2014
21210,Theft of Motor Vehicle,15900 88TH AVE     ,10,2014
21211,Shoplifting,15900 108TH AVE     ,10,2014
21212,Break and Enter - Business,15900 FRASER HWY     ,10,2014
21213,Theft of Motor Vehicle,15900 84TH AVE     ,10,2014
21214,Fatal/Injury Collision,16000 BLOCK 40TH AVE    ,10,2014
21215,Theft from Motor Vehicle,16000 27A AVE     ,10,2014
21216,Shoplifting,16000 FRASER HWY     ,10,2014
21217,Theft from Motor Vehicle,16000 82ND AVE     ,10,2014
21218,Break and Enter - Residence,16000 24TH AVE     ,10,2014
21219,Break and Enter - Residence,16000 24TH AVE     ,10,2014
21220,Break and Enter - Business,16000 24TH AVE     ,10,2014
21221,Shoplifting,16000 24TH AVE     ,10,2014
21222,Theft from Motor Vehicle,16000 85TH AVE     ,10,2014
21223,Theft of Motor Vehicle,16000 85TH AVE     ,10,2014
21224,Break and Enter - Residence,16000 40TH AVE     ,10,2014
21225,Break and Enter - Residence,16000 40TH AVE     ,10,2014
21226,Theft from Motor Vehicle,16000 82ND AVE     ,10,2014
21227,Theft from Motor Vehicle,16000 80TH AVE     ,10,2014
21228,Theft from Motor Vehicle,16000 82ND AVE     ,10,2014
21229,Break and Enter - Residence,16000 9TH AVE     ,10,2014
21230,Theft of Motor Vehicle,16000 102ND AVE     ,10,2014
21231,Theft from Motor Vehicle,16000 28A AVE     ,10,2014
21232,Fatal/Injury Collision,16100 56TH AVE     ,10,2014
21233,Theft from Motor Vehicle,16100 92ND AVE     ,10,2014
21234,Theft from Motor Vehicle,16100 76A AVE     ,10,2014
21235,Theft from Motor Vehicle,16100 80A AVE     ,10,2014
21236,Theft from Motor Vehicle,16100 83RD AVE     ,10,2014
21237,Theft from Motor Vehicle,16100 96A AVE     ,10,2014
21238,Break and Enter - Residence,16100 27A AVE     ,10,2014
21239,Theft of Motor Vehicle,16100 82ND AVE     ,10,2014
21240,Theft from Motor Vehicle,16200 94TH AVE     ,10,2014
21241,Theft from Motor Vehicle,16200 94TH AVE     ,10,2014
21242,Break and Enter - Residence,16200 16TH AVE     ,10,2014
21243,Theft from Motor Vehicle,16200 93A AVE     ,10,2014
21244,Theft from Motor Vehicle,16200 94TH AVE     ,10,2014
21245,Theft from Motor Vehicle,16200 60TH AVE     ,10,2014
21246,Break and Enter - Residence,16200 SOUTHGLEN PL     ,10,2014
21247,Theft from Motor Vehicle,16200 108A AVE     ,10,2014
21248,Theft from Motor Vehicle,16300 80A AVE     ,10,2014
21249,Break and Enter - Residence,16300 82ND AVE     ,10,2014
21250,Theft from Motor Vehicle,16300 28TH AVE     ,10,2014
21251,Theft of Motor Vehicle,16300 92ND AVE     ,10,2014
21252,Theft from Motor Vehicle,16300 112TH AVE     ,10,2014
21253,Theft from Motor Vehicle,16400 GLENSIDE PL     ,10,2014
21254,Theft from Motor Vehicle,16400 93B AVE     ,10,2014
21255,Theft from Motor Vehicle,16400 GLENWOOD CRES S    ,10,2014
21256,Theft of Motor Vehicle,16400 24TH AVE     ,10,2014
21257,Break and Enter - Residence,16500 59TH AVE     ,10,2014
21258,Theft from Motor Vehicle,16500 FRASER HWY     ,10,2014
21259,Theft of Motor Vehicle,16500 FRASER HWY     ,10,2014
21260,Theft of Motor Vehicle,16500 FRASER HWY     ,10,2014
21261,Theft from Motor Vehicle,16500 FRASER HWY     ,10,2014
21262,Theft from Motor Vehicle,16500 FRASER HWY     ,10,2014
21263,Theft of Motor Vehicle,16500 61ST AVE     ,10,2014
21264,Break and Enter - Residence,16500 FRASER HWY     ,10,2014
21265,Theft from Motor Vehicle,16600 59A AVE     ,10,2014
21266,Theft of Motor Vehicle,16600 102ND AVE     ,10,2014
21267,Fatal/Injury Collision,16600 24TH AVE     ,10,2014
21268,Theft of Motor Vehicle,16600 108TH AVE     ,10,2014
21269,Theft from Motor Vehicle,16600 102ND AVE     ,10,2014
21270,Theft from Motor Vehicle,16600 60TH AVE     ,10,2014
21271,Theft from Motor Vehicle,16600 108TH AVE     ,10,2014
21272,Theft of Motor Vehicle,16600 108TH AVE     ,10,2014
21273,Theft from Motor Vehicle,16600 108TH AVE     ,10,2014
21274,Theft from Motor Vehicle,16700 105TH AVE     ,10,2014
21275,Theft from Motor Vehicle,16700 83RD AVE     ,10,2014
21276,Break and Enter - Residence,16700 BEECHWOOD CRT     ,10,2014
21277,Break and Enter - Residence,16700 76TH AVE     ,10,2014
21278,Theft from Motor Vehicle,16700 60TH AVE     ,10,2014
21279,Theft of Motor Vehicle,16700 60TH AVE     ,10,2014
21280,Fatal/Injury Collision,16800 88TH AVE     ,10,2014
21281,Theft from Motor Vehicle,16800 83A AVE     ,10,2014
21282,Break and Enter - Residence,16800 61A AVE     ,10,2014
21283,Theft from Motor Vehicle,16800 61A AVE     ,10,2014
21284,Theft from Motor Vehicle,16900 FRIESIAN DR     ,10,2014
21285,Theft from Motor Vehicle,16900 103A AVE     ,10,2014
21286,Theft from Motor Vehicle,16900 103A AVE     ,10,2014
21287,Break and Enter - Residence,16900 61B AVE     ,10,2014
21288,Theft from Motor Vehicle,17000 HEREFORD PL     ,10,2014
21289,Break and Enter - Residence,17000 60TH AVE     ,10,2014
21290,Theft from Motor Vehicle,17000 HEREFORD PL     ,10,2014
21291,Theft from Motor Vehicle,17100 3RD AVE     ,10,2014
21292,Theft of Motor Vehicle,17100 101A AVE     ,10,2014
21293,Theft from Motor Vehicle,17100 62ND AVE     ,10,2014
21294,Theft from Motor Vehicle,17200 0TH AVE     ,10,2014
21295,Break and Enter - Residence,17300 62A AVE     ,10,2014
21296,Break and Enter - Residence,17300 61A AVE     ,10,2014
21297,Break and Enter - Residence,17400 59TH AVE     ,10,2014
21298,Theft from Motor Vehicle,17400 57TH AVE     ,10,2014
21299,Break and Enter - Residence,17400 64TH AVE     ,10,2014
21300,Theft from Motor Vehicle,17400 59TH AVE     ,10,2014
21301,Break and Enter - Residence,17400 ABBEY DR     ,10,2014
21302,Theft from Motor Vehicle,17400 26TH AVE     ,10,2014
21303,Fatal/Injury Collision,17500 64TH AVE     ,10,2014
21304,Theft from Motor Vehicle,17500 28TH AVE     ,10,2014
21305,Fatal/Injury Collision,17500 92ND AVE     ,10,2014
21306,Theft from Motor Vehicle,17500 92ND AVE     ,10,2014
21307,Break and Enter - Residence,17500 ABBEY DR     ,10,2014
21308,Break and Enter - Business,17600 64TH AVE     ,10,2014
21309,Theft from Motor Vehicle,17600 58TH AVE     ,10,2014
21310,Break and Enter - Residence,17600 101A AVE     ,10,2014
21311,Break and Enter - Business,17700 56TH AVE     ,10,2014
21312,Theft from Motor Vehicle,17700 60TH AVE     ,10,2014
21313,Break and Enter - Residence,17700 57A AVE     ,10,2014
21314,Break and Enter - Residence,17700 101ST AVE     ,10,2014
21315,Theft from Motor Vehicle,17700 57A AVE     ,10,2014
21316,Theft from Motor Vehicle,17700 58A AVE     ,10,2014
21317,Theft from Motor Vehicle,17700 60TH AVE     ,10,2014
21318,Break and Enter - Business,17700 56TH AVE     ,10,2014
21319,Theft from Motor Vehicle,17800 57A AVE     ,10,2014
21320,Fatal/Injury Collision,17800 56TH AVE     ,10,2014
21321,Theft from Motor Vehicle,17800 TRIGGS RD     ,10,2014
21322,Theft from Motor Vehicle,17900 20TH AVE     ,10,2014
21323,Theft from Motor Vehicle,17900 20TH AVE     ,10,2014
21324,Theft from Motor Vehicle,17900 SHANNON PL     ,10,2014
21325,Break and Enter - Residence,17900 68TH AVE     ,10,2014
21326,Theft from Motor Vehicle,18000 64TH AVE     ,10,2014
21327,Theft from Motor Vehicle,18000 70TH AVE     ,10,2014
21328,Theft from Motor Vehicle,18100 58A AVE     ,10,2014
21329,Theft from Motor Vehicle,18100 70TH AVE     ,10,2014
21330,Break and Enter - Residence,18100 70TH AVE     ,10,2014
21331,Theft from Motor Vehicle,18100 70TH AVE     ,10,2014
21332,Theft from Motor Vehicle,18200 67A AVE     ,10,2014
21333,Theft from Motor Vehicle,18200 67A AVE     ,10,2014
21334,Theft from Motor Vehicle,18200 63A AVE     ,10,2014
21335,Theft from Motor Vehicle,18300 CLAYTONWOOD CRES     ,10,2014
21336,Break and Enter - Residence,18300 58B AVE     ,10,2014
21337,Theft from Motor Vehicle,18400 65TH AVE     ,10,2014
21338,Theft from Motor Vehicle,18500 20TH AVE     ,10,2014
21339,Theft from Motor Vehicle,18500 20TH AVE     ,10,2014
21340,Theft from Motor Vehicle,18500 70TH AVE     ,10,2014
21341,Fatal/Injury Collision,18500 97TH AVE     ,10,2014
21342,Theft from Motor Vehicle,18500 55TH AVE     ,10,2014
21343,Break and Enter - Business,18600 52ND AVE     ,10,2014
21344,Shoplifting,18600 FRASER HWY     ,10,2014
21345,Fatal/Injury Collision,18700 BLOCK 32ND AVE    ,10,2014
21346,Theft of Motor Vehicle,18700 66TH AVE     ,10,2014
21347,Break and Enter - Residence,18700 66TH AVE     ,10,2014
21348,Fatal/Injury Collision,18700 65TH AVE     ,10,2014
21349,Shoplifting,18700 FRASER HWY     ,10,2014
21350,Shoplifting,18700 FRASER HWY     ,10,2014
21351,Theft from Motor Vehicle,18700 63RD AVE     ,10,2014
21352,Theft of Motor Vehicle,18700 68A AVE     ,10,2014
21353,Theft from Motor Vehicle,18700 68A AVE     ,10,2014
21354,Break and Enter - Residence,18700 72ND AVE     ,10,2014
21355,Theft from Motor Vehicle,18700 FRASER HWY     ,10,2014
21356,Theft from Motor Vehicle,18800 69TH AVE     ,10,2014
21357,Theft from Motor Vehicle,18800 70TH AVE     ,10,2014
21358,Fatal/Injury Collision,18800 68TH AVE     ,10,2014
21359,Theft of Motor Vehicle,18800 68TH AVE     ,10,2014
21360,Theft from Motor Vehicle,18800 60A AVE     ,10,2014
21361,Break and Enter - Residence,18900 63RD AVE     ,10,2014
21362,Break and Enter - Residence,18900 70A AVE     ,10,2014
21363,Theft from Motor Vehicle,18900 64TH AVE     ,10,2014
21364,Theft from Motor Vehicle,18900 72A AVE     ,10,2014
21365,Theft of Motor Vehicle,18900 72A AVE     ,10,2014
21366,Break and Enter - Residence,19000 68TH AVE     ,10,2014
21367,Break and Enter - Residence,19000 69TH AVE     ,10,2014
21368,Theft of Motor Vehicle,19000 72A AVE     ,10,2014
21369,Fatal/Injury Collision,19000 94TH AVE     ,10,2014
21370,Theft from Motor Vehicle,19000 72ND AVE     ,10,2014
21371,Theft from Motor Vehicle,19000 94TH AVE     ,10,2014
21372,Theft of Motor Vehicle,19000 88TH AVE     ,10,2014
21373,Theft from Motor Vehicle,19000 63B AVE     ,10,2014
21374,Break and Enter - Residence,19000 42A AVE     ,10,2014
21375,Break and Enter - Business,19000 25TH AVE     ,10,2014
21376,Theft from Motor Vehicle,19100 96TH AVE     ,10,2014
21377,Break and Enter - Residence,19100 42A AVE     ,10,2014
21378,Theft of Motor Vehicle,19100 69TH AVE     ,10,2014
21379,Fatal/Injury Collision,19200 96TH AVE     ,10,2014
21380,Theft of Motor Vehicle,19200 96TH AVE     ,10,2014
21381,Theft of Motor Vehicle,19200 54TH AVE     ,10,2014
21382,Theft of Motor Vehicle,19200 72A AVE     ,10,2014
21383,Theft of Motor Vehicle,19300 56TH AVE     ,10,2014
21384,Fatal/Injury Collision,19300 56TH AVE     ,10,2014
21385,Fatal/Injury Collision,19300 56TH AVE     ,10,2014
21386,Theft from Motor Vehicle,19300 54TH AVE     ,10,2014
21387,Fatal/Injury Collision,19300 88TH AVE     ,10,2014
21388,Fatal/Injury Collision,19300 73B AVE     ,10,2014
21389,Theft from Motor Vehicle,19300 73B AVE     ,10,2014
21390,Shoplifting,19400 LANGLEY BPS     ,10,2014
21391,Theft from Motor Vehicle,19400 56TH AVE     ,10,2014
21392,Theft from Motor Vehicle,19400 LANGLEY BPS     ,10,2014
21393,Theft of Motor Vehicle,19400 67A AVE     ,10,2014
21394,Fatal/Injury Collision,19400 72ND AVE     ,10,2014
21395,Theft from Motor Vehicle,19400 72A AVE     ,10,2014
21396,Break and Enter - Residence,19500 68A AVE     ,10,2014
21397,Theft of Motor Vehicle,19500 68A AVE     ,10,2014
21398,Theft of Motor Vehicle,19500 63A AVE     ,10,2014
21399,Theft from Motor Vehicle,19500 66TH AVE     ,10,2014
21400,Shoplifting,19500 FRASER HWY     ,10,2014
21401,Break and Enter - Business,19500 55A AVE     ,10,2014
21402,Theft from Motor Vehicle,FRASER HWY      ,10,2014
21403,Theft from Motor Vehicle,1800 SOUTHMERE CRES E    ,10,2014
21404,Theft from Motor Vehicle,2100 151A ST     ,10,2014
21405,Theft from Motor Vehicle,2500 CRESCENT DR     ,10,2014
21406,Theft from Motor Vehicle,2500 192ND ST     ,10,2014
21407,Theft of Motor Vehicle,2500 192ND ST     ,10,2014
21408,Theft from Motor Vehicle,2800 140A ST     ,10,2014
21409,Theft from Motor Vehicle,2800 156TH ST     ,10,2014
21410,Theft from Motor Vehicle,3000 144A ST     ,10,2014
21411,Theft from Motor Vehicle,3000 KING GEORGE BLVD    ,10,2014
21412,Theft from Motor Vehicle,3300 155TH ST     ,10,2014
21413,Theft from Motor Vehicle,6300 124TH ST     ,10,2014
21414,Shoplifting,6300 176TH ST     ,10,2014
21415,Theft from Motor Vehicle,7100 192ND ST     ,10,2014
21416,Theft from Motor Vehicle,7100 192ND ST     ,10,2014
21417,Shoplifting,7100 138TH ST     ,10,2014
21418,Fatal/Injury Collision,7100 KING GEORGE BLVD    ,10,2014
21419,Theft from Motor Vehicle,7200 140A ST     ,10,2014
21420,Fatal/Injury Collision,7400 KING GEORGE BLVD    ,10,2014
21421,Theft from Motor Vehicle,7500 140TH ST     ,10,2014
21422,Shoplifting,7500 KING GEORGE BLVD    ,10,2014
21423,Theft from Motor Vehicle,7600 120A ST     ,10,2014
21424,Theft from Motor Vehicle,7600 KING GEORGE BLVD    ,10,2014
21425,Break and Enter - Residence,7700 140TH ST     ,10,2014
21426,Theft of Motor Vehicle,7800 162ND ST     ,10,2014
21427,Break and Enter - Residence,8100 156TH ST     ,10,2014
21428,Theft from Motor Vehicle,8200 KING GEORGE BLVD    ,10,2014
21429,Theft from Motor Vehicle,8200 162A ST     ,10,2014
21430,Fatal/Injury Collision,8300 120TH ST     ,10,2014
21431,Theft from Motor Vehicle,8400 120TH ST     ,10,2014
21432,Theft of Motor Vehicle,8500 167TH ST     ,10,2014
21433,Theft from Motor Vehicle,8500 KING GEORGE BLVD    ,10,2014
21434,Fatal/Injury Collision,8700 BLOCK 128TH ST    ,10,2014
21435,Theft from Motor Vehicle,8900 156A ST     ,10,2014
21436,Theft from Motor Vehicle,9000 ROBERTSON DR     ,10,2014
21437,Theft from Motor Vehicle,9100 147A ST     ,10,2014
21438,Theft from Motor Vehicle,9200 160TH ST     ,10,2014
21439,Theft from Motor Vehicle,9300 192ND ST     ,10,2014
21440,Theft from Motor Vehicle,9400 162A ST     ,10,2014
21441,Theft from Motor Vehicle,9500 152ND ST     ,10,2014
21442,Theft from Motor Vehicle,9600 151B ST     ,10,2014
21443,Theft from Motor Vehicle,9900 138TH ST     ,10,2014
21444,Theft from Motor Vehicle,10100 156TH ST     ,10,2014
21445,Shoplifting,10100 KING GEORGE BLVD    ,10,2014
21446,Theft from Motor Vehicle,10200 KING GEORGE BLVD    ,10,2014
21447,Fatal/Injury Collision,10200 BLOCK SCOTT RD    ,10,2014
21448,Theft from Motor Vehicle,10200 145TH ST     ,10,2014
21449,Theft from Motor Vehicle,10300 125A ST     ,10,2014
21450,Theft from Motor Vehicle,10500 154A ST     ,10,2014
21451,Theft from Motor Vehicle,10500 150TH ST     ,10,2014
21452,Theft from Motor Vehicle,11000 136TH ST     ,10,2014
21453,Theft from Motor Vehicle,11000 162A ST     ,10,2014
21454,Theft from Motor Vehicle,11100 135A ST     ,10,2014
21455,Theft from Motor Vehicle,11100 157TH ST     ,10,2014
21456,Theft from Motor Vehicle,11400 124TH ST     ,10,2014
21457,Theft from Motor Vehicle,11800 97TH AVE     ,10,2014
21458,Theft from Motor Vehicle,12100 71ST AVE     ,10,2014
21459,Theft from Motor Vehicle,12200 KING GEORGE BLVD    ,10,2014
21460,Theft of Motor Vehicle,13000 98TH AVE     ,10,2014
21461,Break and Enter - Business,13000 80TH AVE     ,10,2014
21462,Theft from Motor Vehicle,13000 76TH AVE     ,10,2014
21463,Theft from Motor Vehicle,13000 16TH AVE     ,10,2014
21464,Theft of Motor Vehicle,13200 59A AVE     ,10,2014
21465,Theft from Motor Vehicle,13400 27TH AVE     ,10,2014
21466,Theft from Motor Vehicle,13500 60A AVE     ,10,2014
21467,Fatal/Injury Collision,13700 102ND AVE     ,10,2014
21468,Theft from Motor Vehicle,13700 74TH AVE     ,10,2014
21469,Fatal/Injury Collision,13800 74TH AVE     ,10,2014
21470,Theft from Motor Vehicle,13900 LAUREL DR     ,10,2014
21471,Break and Enter - Residence,14000 72ND AVE     ,10,2014
21472,Theft from Motor Vehicle,14100 71A AVE     ,10,2014
21473,Theft from Motor Vehicle,14100 103RD AVE     ,10,2014
21474,Theft from Motor Vehicle,14200 71A AVE     ,10,2014
21475,Theft from Motor Vehicle,14300 103A AVE     ,10,2014
21476,Theft of Motor Vehicle,14400 75TH AVE     ,10,2014
21477,Shoplifting,14600 104TH AVE     ,10,2014
21478,Theft from Motor Vehicle,14800 25A AVE     ,10,2014
21479,Theft from Motor Vehicle,14800 92ND AVE     ,10,2014
21480,Theft from Motor Vehicle,14900 83A AVE     ,10,2014
21481,Theft from Motor Vehicle,14900 68A AVE     ,10,2014
21482,Theft from Motor Vehicle,14900 68A AVE     ,10,2014
21483,Theft from Motor Vehicle,15000 68A AVE     ,10,2014
21484,Theft of Motor Vehicle,15100 82ND AVE     ,10,2014
